DEG2021	DEG20210001	AAMP	HGNC:18	-	-	angio associated migratory cell protein	Homo sapiens	2q
DEG2021	DEG20210002	AARS	HGNC:20	-	-	alanyl-tRNA synthetase	Homo sapiens	16q22.1
DEG2021	DEG20210003	AARS2	HGNC:21022	-	-	alanyl-tRNA synthetase 2, mitochondrial	Homo sapiens	6p21.1
DEG2021	DEG20210004	AASDHPPT	HGNC:14235	-	-	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	11q22
DEG2021	DEG20210005	AATF	HGNC:19235	-	-	apoptosis antagonizing transcription factor	Homo sapiens	17q12
DEG2021	DEG20210006	ABCB7	HGNC:48	-	-	ATP binding cassette subfamily B member 7	Homo sapiens	Xq13.3
DEG2021	DEG20210007	ABCE1	HGNC:69	-	-	ATP binding cassette subfamily E member 1	Homo sapiens	4q31
DEG2021	DEG20210008	ABCF1	HGNC:70	-	-	ATP binding cassette subfamily F member 1	Homo sapiens	6p21.33
DEG2021	DEG20210009	ABHD11	HGNC:16407	-	-	abhydrolase domain containing 11	Homo sapiens	7q11.23
DEG2021	DEG20210010	ABHD17A	HGNC:28756	-	-	abhydrolase domain containing 17A	Homo sapiens	19p13.3
DEG2021	DEG20210011	ABT1	HGNC:17369	-	-	activator of basal transcription 1	Homo sapiens	6p21.31
DEG2021	DEG20210012	ACAD9	HGNC:21497	-	-	acyl-CoA dehydrogenase family member 9	Homo sapiens	3q21.3
DEG2021	DEG20210013	ACD	HGNC:25070	-	-	adrenocortical dysplasia homolog (mouse)	Homo sapiens	16q22
DEG2021	DEG20210014	ACO2	HGNC:118	-	-	aconitase 2	Homo sapiens	22q13.2
DEG2021	DEG20210015	ACOT1	HGNC:33128	-	-	acyl-CoA thioesterase 1	Homo sapiens	14q24.3
DEG2021	DEG20210016	ACSM2B	HGNC:30931	-	-	acyl-CoA synthetase medium-chain family member 2B	Homo sapiens	16p12.3
DEG2021	DEG20210017	ACTL6A	HGNC:24124	-	-	actin like 6A	Homo sapiens	3q26.33
DEG2021	DEG20210018	ACTR10	HGNC:17372	-	-	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens	14q23.1
DEG2021	DEG20210019	ACTR1A	HGNC:167	-	-	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	Homo sapiens	10q24
DEG2021	DEG20210020	ACTR3	HGNC:170	-	-	ARP3 actin-related protein 3 homolog (yeast)	Homo sapiens	2q14.1
DEG2021	DEG20210021	ACTR8	HGNC:14672	-	-	ARP8 actin-related protein 8 homolog (yeast)	Homo sapiens	3p21.31
DEG2021	DEG20210022	ADNP2	HGNC:23803	-	-	ADNP homeobox 2	Homo sapiens	18q23
DEG2021	DEG20210023	ADSL	HGNC:291	-	-	adenylosuccinate lyase	Homo sapiens	22q13.1
DEG2021	DEG20210024	ADSS	HGNC:292	-	-	adenylosuccinate synthase	Homo sapiens	1q44
DEG2021	DEG20210025	AEN	HGNC:25722	-	-	apoptosis enhancing nuclease	Homo sapiens	15q26.1
DEG2021	DEG20210026	AFG3L2	HGNC:315	-	-	AFG3-like AAA ATPase 2	Homo sapiens	18p11.21
DEG2021	DEG20210027	AHCTF1	HGNC:24618	-	-	AT-hook containing transcription factor 1	Homo sapiens	1q44
DEG2021	DEG20210028	AHCY	HGNC:343	-	-	adenosylhomocysteinase	Homo sapiens	20q11.22
DEG2021	DEG20210029	AIFM1	HGNC:8768	-	-	apoptosis inducing factor, mitochondria associated 1	Homo sapiens	Xq26.1
DEG2021	DEG20210030	AIM1L	HGNC:17295	-	-	absent in melanoma 1-like	Homo sapiens	1p35
DEG2021	DEG20210031	AKIRIN2	HGNC:21407	-	-	akirin 2	Homo sapiens	6q15
DEG2021	DEG20210032	ALDOA	HGNC:414	-	-	aldolase, fructose-bisphosphate A	Homo sapiens	16p11.2
DEG2021	DEG20210033	ALG1	HGNC:18294	-	-	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	Homo sapiens	16p13.3
DEG2021	DEG20210034	ALG11	HGNC:32456	-	-	ALG11, alpha-1,2-mannosyltransferase	Homo sapiens	13q14.3
DEG2021	DEG20210035	ALG13	HGNC:30881	-	-	ALG13, UDP-N-acetylglucosaminyltransferase subunit	Homo sapiens	Xq23
DEG2021	DEG20210036	ALG14	HGNC:28287	-	-	ALG14, UDP-N-acetylglucosaminyltransferase subunit	Homo sapiens	1p21.3
DEG2021	DEG20210037	ALG2	HGNC:23159	-	-	ALG2, alpha-1,3/1,6-mannosyltransferase	Homo sapiens	9q31.1
DEG2021	DEG20210038	ALYREF	HGNC:19071	-	-	Aly/REF export factor	Homo sapiens	17q25.3
DEG2021	DEG20210039	AMD1	HGNC:457	-	-	adenosylmethionine decarboxylase 1	Homo sapiens	6q21
DEG2021	DEG20210040	ANAPC10	HGNC:24077	-	-	anaphase promoting complex subunit 10	Homo sapiens	4q31
DEG2021	DEG20210041	ANAPC15	HGNC:24531	-	-	anaphase promoting complex subunit 15	Homo sapiens	11q13.4
DEG2021	DEG20210042	ANAPC2	HGNC:19989	-	-	anaphase promoting complex subunit 2	Homo sapiens	9q34.3
DEG2021	DEG20210043	ANAPC4	HGNC:19990	-	-	anaphase promoting complex subunit 4	Homo sapiens	4p15.31
DEG2021	DEG20210044	ANAPC5	HGNC:15713	-	-	anaphase promoting complex subunit 5	Homo sapiens	12q24.31
DEG2021	DEG20210045	ANHX	HGNC:40024	-	-	anomalous homeobox	Homo sapiens	12q24.33
DEG2021	DEG20210046	ANKLE2	HGNC:29101	-	-	ankyrin repeat and LEM domain containing 2	Homo sapiens	12q24.33
DEG2021	DEG20210047	ANKRD18B	HGNC:23644	-	-	ankyrin repeat domain 18B	Homo sapiens	9p13.3
DEG2021	DEG20210048	ANKRD49	HGNC:25970	-	-	ankyrin repeat domain 49	Homo sapiens	11q21
DEG2021	DEG20210049	ANP32E	HGNC:16673	-	-	acidic nuclear phosphoprotein 32 family member E	Homo sapiens	1q22
DEG2021	DEG20210050	AP2M1	HGNC:564	-	-	adaptor related protein complex 2, mu 1 subunit	Homo sapiens	3q28
DEG2021	DEG20210051	AP2S1	HGNC:565	-	-	adaptor related protein complex 2 sigma 1 subunit	Homo sapiens	19q13.32
DEG2021	DEG20210052	APC	HGNC:583	-	-	adenomatous polyposis coli	Homo sapiens	5q21-q22
DEG2021	DEG20210053	APH1B	HGNC:24080	-	-	aph-1 homolog B, gamma secretase subunit	Homo sapiens	15q22.2
DEG2021	DEG20210054	APRT	HGNC:626	-	-	adenine phosphoribosyltransferase	Homo sapiens	16q24
DEG2021	DEG20210055	AQP11	HGNC:19940	-	-	aquaporin 11	Homo sapiens	11q13.5
