DEG2018	DEG20180001	AASDHPPT	HGNC:14235	-	-	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	11q22
DEG2018	DEG20180002	ABCB7	HGNC:48	-	-	ATP binding cassette subfamily B member 7	Homo sapiens	Xq13.3
DEG2018	DEG20180003	ABCF1	HGNC:70	-	-	ATP binding cassette subfamily F member 1	Homo sapiens	6p21.33
DEG2018	DEG20180004	ABHD11	HGNC:16407	-	-	abhydrolase domain containing 11	Homo sapiens	7q11.23
DEG2018	DEG20180005	ABT1	HGNC:17369	-	-	activator of basal transcription 1	Homo sapiens	6p21.31
DEG2018	DEG20180006	ACAD10	HGNC:21597	-	-	acyl-CoA dehydrogenase family member 10	Homo sapiens	12q24.12
DEG2018	DEG20180007	ACSM4	HGNC:32016	-	-	acyl-CoA synthetase medium-chain family member 4	Homo sapiens	12p13.31
DEG2018	DEG20180008	ACTL6A	HGNC:24124	-	-	actin like 6A	Homo sapiens	3q26.33
DEG2018	DEG20180009	ACTL6B	HGNC:160	-	-	actin like 6B	Homo sapiens	7q22
DEG2018	DEG20180010	ACTR1A	HGNC:167	-	-	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	Homo sapiens	10q24
DEG2018	DEG20180011	ACTR6	HGNC:24025	-	-	ARP6 actin-related protein 6 homolog (yeast)	Homo sapiens	12q23.1
DEG2018	DEG20180012	ADAR	HGNC:225	-	-	adenosine deaminase, RNA-specific	Homo sapiens	1q21.3
DEG2018	DEG20180013	ADIPOR1	HGNC:24040	-	-	adiponectin receptor 1	Homo sapiens	1q32.1
DEG2018	DEG20180014	ADO	HGNC:23506	-	-	2-aminoethanethiol (cysteamine) dioxygenase	Homo sapiens	10q21.3
DEG2018	DEG20180015	ADSL	HGNC:291	-	-	adenylosuccinate lyase	Homo sapiens	22q13.1
DEG2018	DEG20180016	AHCY	HGNC:343	-	-	adenosylhomocysteinase	Homo sapiens	20q11.22
DEG2018	DEG20180017	AHSA2	HGNC:20437	-	-	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	Homo sapiens	2p14
DEG2018	DEG20180018	AKIRIN1	HGNC:25744	-	-	akirin 1	Homo sapiens	1p34.3
DEG2018	DEG20180019	AKIRIN2	HGNC:21407	-	-	akirin 2	Homo sapiens	6q15
DEG2018	DEG20180020	AKT3	HGNC:393	-	-	v-akt murine thymoma viral oncogene homolog 3	Homo sapiens	1q44
DEG2018	DEG20180021	ALDH1A2	HGNC:15472	-	-	aldehyde dehydrogenase 1 family member A2	Homo sapiens	15q21.2
