DEG2005	DEG20050001	Apoh	GI:-	-	-	Beta-2-glycoprotein 1 precursor (Beta-2-glycoprotein I) (Apolipoprotein H) (Apo-H) (B2GPI) (Beta(2)GPI) (Activated protein C- binding protein) (APC inhibitor). [Source:Uniprot/SWISSPROT;Acc:Q01339]	Mus musculus	Chr 11
DEG2005	DEG20050002	Tbx2	GI:-	-	-	T-box transcription factor TBX2 (T-box protein 2). [Source:Uniprot/SWISSPROT;Acc:Q60707]	Mus musculus	Chr 11
DEG2005	DEG20050003	Tbx4	GI:-	-	-	T-box transcription factor TBX4 (T-box protein 4). [Source:Uniprot/SWISSPROT;Acc:P70325]	Mus musculus	Chr 11
DEG2005	DEG20050004	Zfx/Zfy2	GI:-	-	-	Zinc finger Y-chromosomal protein 2. [Source:Uniprot/SWISSPROT;Acc:P20662]	Mus musculus	Chr Y
DEG2005	DEG20050005	Wnt3	GI:-	-	-	Proto-oncogene protein Wnt-3 precursor. [Source:Uniprot/SWISSPROT;Acc:P17553]	Mus musculus	Chr 11
DEG2005	DEG20050006	Tcfe3	GI:-	-	-	Transcription factor E3. [Source:Uniprot/SWISSPROT;Acc:Q64092]	Mus musculus	Chr X
DEG2005	DEG20050007	Gna12	GI:-	-	-	Guanine nucleotide-binding protein alpha-12 subunit (G alpha-12). [Source:Uniprot/SWISSPROT;Acc:P27600]	Mus musculus	Chr 5
DEG2005	DEG20050008	Ccnd2	GI:-	-	-	G1/S-specific cyclin-D2. [Source:Uniprot/SWISSPROT;Acc:P30280]	Mus musculus	Chr 6
DEG2005	DEG20050009	Th	GI:-	-	-	Tyrosine 3-monooxygenase (EC 1.14.16.2) (Tyrosine 3-hydroxylase) (TH). [Source:Uniprot/SWISSPROT;Acc:P24529]	Mus musculus	Chr 7
DEG2005	DEG20050010	Ins2	GI:-	-	-	Insulin-2 precursor [Contains: Insulin-2 B chain; Insulin-2 A chain]. [Source:Uniprot/SWISSPROT;Acc:P01326]	Mus musculus	Chr 7
DEG2005	DEG20050011	Lhx2	GI:-	-	-	LIM/homeobox protein Lhx2 (LIM homeobox protein 2). [Source:Uniprot/SWISSPROT;Acc:Q9Z0S2]	Mus musculus	Chr 2
DEG2005	DEG20050012	Glra1	GI:-	-	-	Glycine receptor subunit alpha-1 precursor (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit). [Source:Uniprot/SWISSPROT;Acc:Q64018]	Mus musculus	Chr 11
DEG2005	DEG20050013	Trim25	GI:-	-	-	Tripartite motif-containing protein 25 (Zinc finger protein 147) (Estrogen-responsive finger protein) (Efp). [Source:Uniprot/SWISSPROT;Acc:Q61510]	Mus musculus	Chr 11
DEG2005	DEG20050014	Itgb2	GI:-	-	-	Integrin beta-2 precursor (Cell surface adhesion glycoproteins LFA- 1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD18 antigen). [Source:Uniprot/SWISSPROT;Acc:P11835]	Mus musculus	Chr 10
DEG2005	DEG20050015	Cdh1	GI:-	-	-	Epithelial cadherin precursor (E-cadherin) (Uvomorulin) (Cadherin-1) (ARC-1) (CD324 antigen) [Contains: E-Cad/CTF1; E-Cad/CTF2; E- Cad/CTF3]. [Source:Uniprot/SWISSPROT;Acc:P09803]	Mus musculus	Chr 8
DEG2005	DEG20050016	Myf5	GI:-	-	-	Myogenic factor 5 (Myf-5). [Source:Uniprot/SWISSPROT;Acc:P24699]	Mus musculus	Chr 10
DEG2005	DEG20050017	Pparg	GI:-	-	-	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3). [Source:Uniprot/SWISSPROT;Acc:P37238]	Mus musculus	Chr 6
DEG2005	DEG20050018	Raf1	GI:-	-	-	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Raf- 1) (C-RAF) (cRaf). [Source:Uniprot/SWISSPROT;Acc:Q99N57]	Mus musculus	Chr 6
